timestamp,body_name,planet_x,planet_y,planet_z,planet_vx,planet_vy,planet_vz,craft_name,craft_x,craft_y,craft_z,craft_vx,craft_vy,craft_vz,,system_energy
807600.870600,Moon,-205966972.760503,321079673.171955,0.000000,-841.209703,-563.535113,0.000000,,,,,,,,,-37886834037027415432496152576.000000,
820639.740612,Earth,7384301.078815,6454540.700636,0.000000,10.084899,19.848862,0.000000,Apollo Test Craft,468285498.919061,48036106.141264,-106.038500,514.557176,300.814501,0.000013,,-37886834037023580335938469888.000000,
820639.740612,Moon,-216801701.503677,313539301.486768,0.000000,-820.527815,-592.943605,0.000000,,,,,,,,,-37886834037023580335938469888.000000,
834326.730625,Earth,7520429.056215,6728753.125066,0.000000,9.804382,20.218485,0.000000,Apollo Test Craft,475155581.440244,52137747.445397,-105.820659,489.457160,298.517103,0.000019,,-37886834037022168563008405504.000000,
834326.730625,Moon,-227877349.634930,305216926.670030,0.000000,-797.704356,-623.016946,0.000000,,,,,,,,,-37886834037022168563008405504.000000,
847411.660637,Earth,7646894.049465,6995568.739900,0.000000,9.523437,20.561993,0.000000,Apollo Test Craft,481406939.348830,56028940.019274,-105.540859,466.156201,296.227816,0.000024,,-37886834037021860699752628224.000000,
847411.660637,Moon,-238166797.791818,296881065.953059,0.000000,-774.846124,-650.965449,0.000000,,,,,,,,,-37886834037021860699752628224.000000,
860506.530649,Earth,7769694.907616,7267021.303687,0.000000,9.230136,20.895661,0.000000,Apollo Test Craft,487361953.639154,59892544.751889,-105.193870,443.462395,293.853187,0.000029,,-37886834037022041019659583488.000000,
860506.530649,Moon,-248158124.490953,288178092.351543,0.000000,-750.982536,-678.113320,0.000000,,,,,,,,,-37886834037022041019659583488.000000,
873596.120662,Earth,7888530.330206,7542662.617558,0.000000,8.925174,21.218659,0.000000,Apollo Test Craft,493021392.829244,63723001.788955,-104.782812,421.353356,291.402051,0.000034,,-37886834037023787044124491776.000000,
873596.120662,Moon,-257826815.316151,279128917.393880,0.000000,-726.170261,-704.393116,0.000000,,,,,,,,,-37886834037023787044124491776.000000,
886822.710674,Earth,8004478.093490,7825410.525741,0.000000,8.605445,21.533909,0.000000,Apollo Test Craft,498449709.083805,67560470.821418,-104.304840,399.552110,288.851867,0.000038,,-37886834037022762299287404544.000000,
886822.710674,Moon,-267260560.327805,269641549.520175,0.000000,-700.156453,-730.042454,0.000000,,,,,,,,,-37886834037022762299287404544.000000,
900451.900687,Earth,8119451.444816,8121045.421719,0.000000,8.264239,21.846606,0.000000,Apollo Test Craft,503745177.116152,71478967.725596,-103.749035,377.610290,286.151612,0.000043,,-37886834037020805168589963264.000000,
900451.900687,Moon,-276615025.207642,259517127.401507,0.000000,-672.395247,-755.484171,0.000000,,,,,,,,,-37886834037020805168589963264.000000,
913716.720699,Earth,8226811.301924,8412787.501554,0.000000,7.921144,22.138685,0.000000,Apollo Test Craft,508615101.028168,75256915.248470,-103.148732,356.725575,283.456820,0.000047,,-37886834037024525915938357248.000000,
913716.720699,Moon,-285350040.767683,249337046.553640,0.000000,-644.480309,-779.248283,0.000000,,,,,,,,,-37886834037024525915938357248.000000,
926776.820711,Earth,8328000.664692,8703732.494150,0.000000,7.573165,22.414054,0.000000,Apollo Test Craft,513141999.938784,78941229.060764,-102.502564,336.582106,280.742410,0.000052,,-37886834037028580914821595136.000000,
926776.820711,Moon,-293583012.402543,239012594.499136,0.000000,-616.168012,-801.652868,0.000000,,,,,,,,,-37886834037028580914821595136.000000,
940281.650724,Earth,8427788.025263,9008279.850651,0.000000,7.203180,22.685682,0.000000,Apollo Test Craft,517549119.746971,82713310.022906,-101.778872,316.156872,277.874359,0.000056,,-37886834037030850306821324800.000000,
940281.650724,Moon,-301701914.297192,228035940.609385,0.000000,-586.065327,-823.753034,0.000000,,,,,,,,,-37886834037030850306821324800.000000,
953449.780736,Earth,8520212.797075,9308679.242625,0.000000,6.832946,22.937333,0.000000,Apollo Test Craft,521583214.997569,86353664.052830,-101.020700,296.606874,275.020000,0.000060,,-37886834037036369855192760320.000000,
953449.780736,Moon,-309221781.048638,217052666.120214,0.000000,-555.942371,-844.227905,0.000000,,,,,,,,,-37886834037036369855192760320.000000,
966897.540748,Earth,8609506.865341,9618785.981324,0.000000,6.445694,23.180520,0.000000,Apollo Test Craft,525439612.291707,90032146.535714,-100.194666,276.986425,272.047848,0.000063,,-37886834037038604062820401152.000000,
966897.540748,Moon,-316486927.414693,205565364.087694,0.000000,-524.434695,-864.014091,0.000000,,,,,,,,,-37886834037038604062820401152.000000,
980576.320761,Earth,8694930.712651,9937475.803468,0.000000,6.042826,23.413222,0.000000,Apollo Test Craft,529093844.468320,93732422.273772,-99.302501,257.358965,268.966755,0.000067,,-37886834037032156526635122688.000000,
980576.320761,Moon,-323437184.760095,193615827.430765,0.000000,-491.656582,-882.947167,0.000000,,,,,,,,,-37886834037032156526635122688.000000,
994235.220774,Earth,8774673.207233,10258775.863315,0.000000,5.632080,23.630495,0.000000,Apollo Test Craft,532476992.303137,97384874.605000,-98.361007,238.066295,265.832934,0.000071,,-37886834037034799752588296192.000000,
994235.220774,Moon,-329925195.732976,181433599.184128,0.000000,-458.237465,-900.624992,0.000000,,,,,,,,,-37886834037034799752588296192.000000,
1007424.600786,Earth,8846299.615545,10571750.652179,0.000000,5.227962,23.825695,0.000000,Apollo Test Craft,535495571.420693,100870794.256636,-97.405319,219.704491,262.753253,0.000074,,-37886834037052418326911778816.000000,
